20 2 15 67.31 20.52
20 0 14 98.24 20.52
20 . 15 65.02 20.52
20 3 15 . 20.52
20 1 . 37.19 20.52
20 1 15 104.14 20.52
20 0 15 90.35 20.52
20 1 15 93.69 20.52
20 1 14 53.96 20.52
21 1 10 81.34 64.29
21 1 10 85.77 64.29
22 . 14 65.59 18.09
22 1 18 68.37 18.09
22 0 16 60.2 18.09
22 0 13 52.87 18.09
22 0 17 88.08 18.09
22 1 16 86.21 18.09
22 0 18 48.43 18.09
22 1 16 88.67 18.09
22 1 16 78.7 18.09
4436 1 20 65.23 35.48
9997 . . . .
22 1 16 63.08 18.09
22 1 16 98.6 18.09
22 0 16 86.37 18.09
22 1 18 57.42 18.09
22 3 17 72.52 18.09
22 1 17 103.09 18.09
22 1 16 94.36 18.09
22 0 18 50.85 18.09
9997 1 . . .
22 0 16 101.96 18.09
22 0 17 94.84 18.09
23 2 15 94.52 26.86
23 1 19 64.59 26.86
5241 0 18 96.22 39.13
9997 2 . . .
23 1 15 84.75 26.86
23 1 16 53.21 26.86
23 0 15 79.13 26.86
9997 1 . . .
5220 0 17 74.22 20.04
23 1 15 89.77 26.86
23 2 15 97.2 26.86
23 . 15 73.54 26.86
9997 1 . . .
23 1 16 107.98 26.86
23 0 16 100.35 26.86
23 0 16 105.99 26.86
23 1 15 109.99 26.86
23 0 15 91.59 26.86
23 1 16 73.64 26.86
23 0 15 79.45 26.86
23 2 15 95.61 26.86
23 1 15 88.63 26.86
5220 1 18 45.32 20.04
23 1 . 70.37 26.86
9997 1 . . .
5241 0 17 93.51 39.13
24 1 28 90.04 .
5241 0 18 105.74 39.13
19 1 . 109.14 .
9997 0 . . .
24 0 28 96.58 .
9997 1 . . .
5220 1 18 83.65 20.04
9997 0 . . .
9997 0 . . .
24 0 28 82.05 .
24 0 28 106.47 .
5241 0 18 103.88 39.13
5241 1 16 101.33 39.13
5241 0 18 97.22 39.13
5241 0 14 . 39.13
22 2 13 56.54 18.09
8199 . . 72.07 .
5241 0 16 90.58 39.13
9997 2 . . .
5241 0 18 65.49 39.13
5241 . 17 86.69 39.13
5220 0 17 81.75 20.04
5241 1 18 56.69 39.13
5241 . 17 81.64 39.13
5241 2 18 73.24 39.13
5241 . 16 88.74 39.13
5241 . 18 39.93 39.13
26 2 14 90.11 14.86
26 0 14 79.16 14.86
26 1 14 116.5 14.86
26 0 14 92.3 14.86
26 0 14 69.98 14.86
26 2 14 98.48 14.86
26 1 14 95.58 14.86
26 0 14 101.57 14.86
26 2 14 85.48 14.86
26 1 14 76.86 14.86
28 0 16 73.84 0
28 1 16 99.94 0
28 2 16 98.76 0
28 1 16 90.35 0
28 2 16 98.5 0
28 0 16 79.19 0
28 0 16 96.45 0
28 1 16 71.31 0
28 0 16 95.61 0
28 1 16 107.63 0
28 1 16 65.47 0
28 0 16 101.93 0
28 1 16 96.5 0
28 0 16 89.5 0
29 1 19 63.16 26.14
29 1 19 85.44 26.14
29 1 19 103.74 26.14
29 0 19 . 26.14
29 1 19 90.6 26.14
29 0 19 106.1 26.14
29 0 19 105.01 26.14
29 1 19 80.09 26.14
29 . 19 58.65 26.14
29 1 . 100.5 26.14
29 0 . 114.92 26.14
29 1 . 80.69 26.14
29 0 17 54.51 26.14
7199 . 19 100.01 3.98
32 0 22 90.09 .
32 0 22 98.71 .
32 1 13 67.82 .
32 1 22 78.2 .
7384 . . 92.58 17.79
7384 . 17 90.04 17.79
7384 1 . 92.95 17.79
7384 1 20 67.13 17.79
32 1 22 88.74 .
33 1 21 72.73 3.31
33 1 21 85.87 3.31
33 1 21 87.96 3.31
33 0 20 92.43 3.31
33 2 21 64.53 3.31
33 0 21 96.52 3.31
33 1 19 91.8 3.31
33 0 20 106.43 3.31
33 1 22 83.17 3.31
8487 1 24 75.84 4.61
33 2 21 80.33 3.31
33 0 20 106.51 3.31
33 1 21 98.9 3.31
33 2 21 83.32 3.31
33 3 20 106.41 3.31
33 2 20 110.67 3.31
33 0 20 108.28 3.31
33 1 20 55.1 3.31
33 1 20 90.74 3.31
34 1 . 81.74 74.05
34 . . 98.59 74.05
7200 . 25 82.14 .
34 1 . 74.14 74.05
7201 1 23 81.74 77.12
34 . . 89.49 74.05
34 2 . 70.44 74.05
7202 2 . 72.83 .
34 . . 62.52 74.05
34 2 . 97.64 74.05
34 0 . 44.16 74.05
34 3 . 48.14 74.05
7203 0 . 72.2 .
34 3 . 78.86 74.05
35 1 . . .
35 2 10 . .
35 1 10 . .
35 0 10 . .
35 0 10 . .
35 0 . . .
35 . 10 . .
7927 2 . . .
35 2 10 . .
6435 . . 70.63 52.73
6196 . 17 37.36 .
6435 3 22 109.49 52.73
6196 1 18 60.41 .
36 1 18 94.55 29.62
5763 0 21 101.96 41.87
9997 1 . . .
36 2 17 66.92 29.62
5763 1 21 53.18 41.87
5765 4 22 77.98 34.1
5766 1 28 54.9 .
6435 2 22 114.52 52.73
5765 . 23 98.89 34.1
5763 . 21 105.69 41.87
5767 0 . 93.52 .
5762 4 11 31.47 .
5765 1 17 81.06 34.1
5761 2 13 49.76 64.52
36 2 18 93.34 29.62
5763 1 21 53.65 41.87
36 1 18 106.4 29.62
37 3 . 91.06 76.32
37 . . 63.72 76.32
37 2 . 62.74 76.32
37 1 . 85.61 76.32
6398 1 . 68.95 .
7372 . 19 52.72 34.04
37 . . 68.38 76.32
5054 . . 81.98 .
37 2 . 69.07 76.32
37 2 . 82 76.32
7373 1 . 70.98 .
37 . . 75.15 76.32
37 1 . 71.08 76.32
37 0 . 82.85 76.32
7375 . . 68.87 .
5054 . . 73.09 .
37 0 . 103.59 76.32
37 0 . 83.88 76.32
7376 0 . 72.39 79.03
6398 2 . 73.03 .
37 1 . 71.52 76.32
7377 . . 64.87 66.53
37 2 . 66.91 76.32
37 0 . 73.27 76.32
38 1 15 52.76 47.84
38 1 18 104.84 47.84
7204 1 10 69.2 33.33
38 . 17 64.34 47.84
38 1 18 62.73 47.84
38 2 18 54.41 47.84
7205 0 26 66.16 0
38 1 17 61.36 47.84
38 2 . 91.77 47.84
38 0 18 78.14 47.84
38 . 17 101.49 47.84
38 0 20 107.99 47.84
38 1 20 89.82 47.84
38 0 20 55.63 47.84
38 . . 57.66 47.84
6213 1 . 102.88 .
6245 0 22 112.46 .
7206 1 21 101.28 2.74
39 1 24 96.99 .
6214 1 20 85.84 .
7075 1 22 107.24 0.43
7117 4 20 104 4.86
39 0 24 59.83 .
39 . 24 97.26 .
6245 0 . 113.85 .
6214 0 20 103.91 .
9997 0 . . .
6336 0 . 106.27 .
7075 0 22 110.6 0.43
7119 1 19 66.91 0
7982 0 . . .
39 0 22 83.33 .
9997 1 . . .
39 0 24 73.95 .
6030 0 18 94.35 .
6213 1 . 112.31 .
5215 . 18 98.57 .
4450 3 . 71.09 .
5216 1 20 103.42 .
7378 0 23 103 72.53
7446 1 . 81.81 .
40 . . 91.22 71.07
5216 1 20 94.11 .
7377 1 . 79.9 66.53
8521 1 19 90.24 11.89
40 0 . 71.94 71.07
40 2 22 60.93 71.07
42 0 22 77.23 73.96
40 1 17 79.92 71.07
6031 1 . 107.77 .
40 0 22 80.02 71.07
40 1 22 80.48 71.07
40 0 24 56.13 71.07
40 1 22 56.88 71.07
7376 1 . 83.68 79.03
40 1 17 67.35 71.07
40 . 17 65.85 71.07
40 . 24 53.53 71.07
40 2 . 89.57 71.07
4314 0 . 79.8 .
40 . . 77.39 71.07
41 . 10 47.35 .
41 0 15 79.73 .
41 2 15 108.77 .
41 1 15 88.26 .
41 0 15 89 .
7983 1 19 82.16 56.39
41 0 15 115.12 .
41 1 15 106.13 .
41 0 15 84.23 .
41 0 15 52.15 .
41 1 15 91.61 .
4051 2 . 63.45 .
41 2 15 105.88 .
41 . . 101.69 .
42 2 18 . 73.96
42 0 22 91.7 73.96
42 0 15 52.78 73.96
42 0 12 59.55 73.96
42 0 17 71.33 73.96
42 1 23 112.36 73.96
42 . 22 70.59 73.96
42 0 12 91.67 73.96
42 1 23 87.28 73.96
42 0 15 47.89 73.96
42 1 22 89.92 73.96
42 1 23 98.63 73.96
42 1 19 75.4 73.96
42 0 23 93.92 73.96
42 2 17 46.17 73.96
42 1 17 63.14 73.96
43 2 15 42.61 52.46
43 2 15 73.18 52.46
43 2 26 66.36 52.46
7981 1 . . .
8190 0 . . .
43 0 26 98.01 52.46
43 2 17 90.61 52.46
43 1 26 82.07 52.46
9997 1 . . .
7379 . 24 99.26 21.46
43 1 26 55.42 52.46
43 . 18 67.61 52.46
43 0 15 52.49 52.46
43 1 26 102.88 52.46
4308 1 17 79.09 65.87
43 1 18 61.1 52.46
9995 0 . . .
43 0 15 95.4 52.46
7380 0 23 55.29 43.69
42 0 10 40.9 73.96
7380 . 23 69.91 43.69
4309 2 25 72.83 .
7447 0 10 39.62 35.76
43 1 26 71.96 52.46
7380 . 22 77.93 43.69
44 1 . 90 .
44 0 . 114.87 .
44 0 . 96.51 .
44 1 . 112.23 .
44 0 . 69.91 .
44 2 . 102 .
44 0 . 103.04 .
44 0 . 71.49 .
44 0 . 107.25 .
9995 0 . . .
44 0 . 111.2 .
44 0 . 81.7 .
5545 1 21 110.22 .
44 0 . 93.94 .
44 0 . 99.92 .
45 0 21 90.51 1.09
45 0 21 105.72 1.09
45 1 22 100.07 1.09
45 0 21 105.22 1.09
45 2 20 99.44 1.09
7000 1 . 89.89 .
45 1 20 96.9 1.09
45 1 22 96.82 1.09
45 0 22 101.42 1.09
45 0 22 75.53 1.09
45 0 21 86.95 1.09
45 0 20 79.5 1.09
45 2 22 108.81 1.09
9997 1 . . .
45 0 20 114.98 1.09
45 0 21 113.19 1.09
45 1 20 76.53 1.09
45 0 20 112.4 1.09
45 1 22 99.28 1.09
45 1 22 104.33 1.09
6027 0 . . .
45 0 20 103.35 1.09
45 1 21 66.45 1.09
46 2 19 67.66 95
46 1 25 64.73 95
46 4 25 88.9 95
46 . 25 64.68 95
46 2 25 94.35 95
46 0 25 49.12 95
46 1 25 58.45 95
46 2 25 74.14 95
46 1 25 65.56 95
7033 2 20 90.79 .
7033 1 19 99.86 .
47 0 21 51.56 6.92
7033 2 19 90.26 .
7033 1 19 97.15 .
7033 3 19 88.85 .
7033 2 19 77.9 .
7033 0 20 104.13 .
47 1 20 44.14 6.92
7033 1 17 88.67 .
7033 1 19 72.42 .
7033 . 17 99.18 .
7033 . 17 100.09 .
7033 2 17 92.33 .
7033 2 18 92.13 .
7033 0 19 64.95 .
5190 . 22 81.86 37.31
7381 1 . 90.65 46.39
5020 . 20 95.23 .
5020 1 20 74.19 .
5190 2 22 60.95 37.31
5190 3 23 107.36 37.31
5022 2 11 43.75 .
5190 1 23 72.29 37.31
5022 4 20 77.97 .
5190 0 21 71.61 37.31
8423 2 14 57.63 44.2
5020 3 19 56.2 .
5190 0 24 95.72 37.31
5020 1 20 83.8 .
9997 1 . . .
5190 4 23 66.21 37.31
5190 . 21 80.96 37.31
5235 1 14 71.8 21.99
51 1 15 89.47 .
51 3 15 102.72 .
51 1 15 82.34 .
51 0 15 110.57 .
51 0 15 93.94 .
51 2 15 97.9 .
51 1 15 91.6 .
51 2 15 104.81 .
51 2 15 93.55 .
51 1 27 52.81 .
51 1 15 92.74 .
51 . 15 72.37 .
51 1 15 86.51 .
51 1 15 100.67 .
51 0 15 81.55 .
51 0 15 92.92 .
51 0 27 68.19 .
5190 1 22 72.61 37.31
5020 0 19 78.44 .
52 1 19 78.88 7.18
9356 0 . 84.42 .
52 1 19 73.51 7.18
52 1 19 70.36 7.18
52 1 19 80.78 7.18
52 1 19 61.95 7.18
5190 . 23 86.74 37.31
5190 1 23 105.68 37.31
52 1 19 97.15 7.18
52 0 19 85.96 7.18
5023 0 30 91.15 0
52 2 19 72.59 7.18
5020 1 20 94.04 .
4527 0 24 73.6 0
8572 . 19 84.26 .
52 2 19 64.82 7.18
52 1 19 91.98 7.18
52 2 19 69.65 7.18
52 1 19 95.36 7.18
52 . 19 79.16 7.18
53 0 21 81.33 .
53 0 20 98.05 .
53 0 19 111.84 .
53 0 21 97.56 .
53 0 21 89.16 .
53 1 21 107.93 .
53 1 19 96.47 .
53 1 21 96.94 .
53 0 21 . .
53 1 21 91.9 .
53 0 19 100.51 .
53 0 19 107.67 .
53 1 21 100.46 .
53 0 21 66.74 .
53 0 20 68.16 .
53 1 20 102.11 .
53 1 19 109.92 .
53 0 21 85.27 .
9997 0 . . .
53 0 20 79.92 .
53 0 21 72.69 .
53 . 21 90.89 .
53 2 21 73.1 .
7189 0 . 89.62 21.31
8546 1 . 78 .
55 1 21 97.8 8.13
7189 0 30 108.63 21.31
55 1 20 96.28 8.13
55 1 22 106.39 8.13
9997 2 . . .
55 1 22 99.53 8.13
55 1 20 69.44 8.13
8473 5 . 93.1 .
55 1 20 80.36 8.13
55 1 23 100.94 8.13
55 1 22 65.41 8.13
55 2 22 97.65 8.13
55 1 20 82.01 8.13
55 . 22 80.44 8.13
55 0 22 108.4 8.13
9997 1 . . .
55 2 23 111.3 8.13
8356 0 12 75.97 5.61
55 1 20 108.52 8.13
7189 0 31 62 21.31
56 1 16 104.53 2.6
7207 1 20 76.03 .
56 1 18 99.52 2.6
56 2 18 104.56 2.6
56 0 17 109.85 2.6
56 1 18 49.16 2.6
56 1 16 94.16 2.6
56 0 16 98.47 2.6
56 0 16 103.51 2.6
56 1 16 85.29 2.6
56 0 18 100.2 2.6
56 1 17 95.32 2.6
56 0 17 105.62 2.6
56 0 18 100.46 2.6
56 0 16 94.06 2.6
56 0 17 108.35 2.6
57 0 . 87.67 2.27
57 1 . 90.48 2.27
57 0 18 110.55 2.27
57 0 . 111.79 2.27
57 0 . 106.82 2.27
57 0 18 103.97 2.27
57 0 . 70.06 2.27
57 1 . 83.12 2.27
57 0 . 108.76 2.27
9997 0 . . .
57 . . 99.81 2.27
5549 0 19 75.11 .
57 0 18 102.89 2.27
57 1 . 82.46 2.27
57 0 . 92.14 2.27
7208 1 26 97.79 4.36
57 0 . 109.63 2.27
4527 0 24 110.08 0
57 0 18 97.86 2.27
57 0 . 93.48 2.27
57 0 . 106.23 2.27
57 . . 57.4 2.27
9997 0 . . .
57 . 20 50.5 2.27
57 1 . 101.18 2.27
58 0 22 68.31 0
58 0 22 66.31 0
8364 0 26 68.57 83.08
58 1 22 62.51 0
58 0 22 45.03 0
58 1 22 43.47 0
8314 0 26 69.65 90.1
58 1 22 80 0
58 1 22 58.89 0
58 1 22 66.72 0
58 0 22 73 0
6033 0 . 95.33 .
8365 2 24 69.67 95
6337 1 . 84.98 .
62 1 . 88.55 49.83
62 1 . 98.47 49.83
62 0 . 109.34 49.83
62 1 . 96.51 49.83
62 1 . 70.33 49.83
62 1 . 101.61 49.83
62 2 . 63.77 49.83
7437 1 . 64.71 .
6032 1 26 54.95 80.74
64 5 25 78.94 95
64 . 25 96.67 95
64 1 25 78.87 95
64 1 . 63.05 95
64 1 25 80.14 95
8224 1 . 35.76 86.75
4464 2 22 54.52 73.19
64 0 . 51.37 95
7209 1 20 97.84 8.99
8621 0 25 75.8 .
64 2 25 86.01 95
7437 3 . 62.82 .
64 1 . 52.36 95
64 2 . 52 95
64 1 26 50.61 95
64 1 25 95.5 95
64 1 24 69.28 95
64 0 26 44.33 95
64 2 26 78.51 95
64 2 24 89.56 95
8621 0 . 53.87 .
7209 1 19 104.58 8.99
66 0 . 90.58 13.01
66 0 . 115.37 13.01
66 1 23 85.18 13.01
66 1 25 66.67 13.01
66 2 23 108.11 13.01
66 3 25 73.5 13.01
2007 0 14 98.26 0
66 1 25 70.03 13.01
66 2 23 99.56 13.01
7984 0 19 91.43 28.24
66 0 25 80.53 13.01
66 2 23 107.71 13.01
66 2 23 106.65 13.01
66 1 23 72.25 13.01
66 1 23 106.18 13.01
66 1 23 74.96 13.01
66 2 . 96.83 13.01
67 1 21 71.31 0
9997 0 . . .
67 . 22 77.99 0
7210 1 . 68.53 7.28
67 2 19 57.46 0
67 1 22 97.08 0
9997 0 . . .
67 1 22 82.55 0
67 0 22 91.09 0
7211 0 . 99.59 .
6034 0 . 80.31 .
5772 1 . 88.27 .
67 0 22 100.53 0
67 0 19 82.86 0
67 0 22 88.25 0
67 0 19 67.54 0
67 1 19 70.08 0
67 1 19 87.71 0
6037 1 . . .
67 0 22 73.61 0
5617 1 . 85.58 .
70 2 25 97.61 34.3
8615 0 . 83.76 .
4248 2 . 110.39 .
4248 1 . 97.58 .
6019 1 . 94.81 .
5625 1 23 51.03 .
7114 1 25 95.18 12.41
5626 1 . 92.01 10.19
70 2 25 83.07 34.3
5625 1 . 53.01 .
5625 0 23 71.09 .
5626 0 . 77.94 10.19
5626 2 . 97.68 10.19
5626 0 . 90.12 10.19
68 0 . 71.1 .
5625 2 23 112.96 .
6019 1 . 75.6 .
6020 1 . 75.38 .
70 . 25 76.29 34.3
71 2 23 66.3 .
71 1 23 82.62 .
71 1 23 80.98 .
71 2 23 103.39 .
7448 . 30 96.42 .
8298 2 21 93.19 3.21
72 1 15 83.55 0
7439 1 18 90.17 51.72
7124 0 . 94.93 .
7439 0 18 94.13 51.72
7076 0 27 84.19 0
72 1 15 94.82 0
5735 1 20 106.07 41.09
72 1 15 93.8 0
7440 0 18 110.71 0
7076 0 27 72 0
9997 2 . . .
72 1 15 106.51 0
7217 0 20 96.2 2.42
72 1 15 112.46 0
72 1 15 90.46 0
72 1 15 103.35 0
72 1 15 91.51 0
73 0 25 94.21 0
73 1 25 109.01 0
73 3 24 103.35 0
73 0 25 68.7 0
73 0 24 97.88 0
73 0 25 99.79 0
73 . 24 100.64 0
73 0 25 106.87 0
73 0 24 101.6 0
73 0 25 113.1 0
73 0 25 109.69 0
73 1 25 93.27 0
73 0 25 109.51 0
73 0 25 98.88 0
73 1 25 93.64 0
73 0 25 106.53 0
73 1 24 110.3 0
73 1 25 110.21 0
75 0 22 111.15 1.33
75 0 22 90.94 1.33
75 0 22 . 1.33
75 0 22 105.51 1.33
75 2 22 60.11 1.33
75 1 21 94.78 1.33
75 0 21 102.75 1.33
75 0 22 79.83 1.33
75 2 22 110.86 1.33
75 1 21 94.29 1.33
75 0 22 89.75 1.33
75 0 22 119.26 1.33
75 1 21 104.97 1.33
75 1 22 80.86 1.33
75 1 21 103.93 1.33
75 0 22 115.71 1.33
75 0 22 75.77 1.33
75 3 21 50.71 1.33
75 0 22 112.41 1.33
77 0 29 95.22 0
77 0 26 89.58 0
77 0 26 81.69 0
77 1 29 88.21 0
77 1 29 103.26 0
77 1 29 114.14 0
77 1 26 99.31 0
77 1 26 77.04 0
77 1 29 81.56 0
77 0 29 57.11 0
77 1 29 100.79 0
77 1 26 107.93 0
77 . 28 90.6 0
77 2 26 103.89 0
77 1 29 99.21 0
5768 0 21 102.22 3.76
78 0 22 118.1 2.5
78 1 23 102.46 2.5
7985 1 28 94.43 4.52
78 0 23 115.92 2.5
78 0 22 113.42 2.5
78 1 22 96.97 2.5
78 1 23 109.15 2.5
8361 0 21 74.5 0.29
9997 1 . . .
78 1 23 96.1 2.5
78 1 23 84.27 2.5
78 1 22 89.47 2.5
78 2 23 106.99 2.5
78 0 23 89.08 2.5
9997 1 . . .
78 1 22 107.18 2.5
78 0 23 99.92 2.5
78 1 23 84.72 2.5
78 0 22 111.79 2.5
6037 0 . 92.92 .
8261 1 21 109.87 11.03
80 0 . 93.92 .
80 0 . 74.44 .
80 3 . 96.88 .
80 1 . 83.73 .
80 2 . . .
9997 0 . . .
80 1 . 96.17 .
9997 2 . . .
7072 2 18 81.66 13.95
80 1 . 54.34 .
80 2 . 86.62 .
80 1 . 71.26 .
80 3 . 65.23 .
80 0 . 62.46 .
5732 1 24 100.6 11.94
80 1 . 96.79 .
8551 1 . 82.54 .
80 1 . 92.46 .
81 2 22 101.77 3.48
81 1 21 96.43 3.48
81 1 22 110.74 3.48
81 . 22 72.92 3.48
81 1 22 97.2 3.48
81 2 21 83.9 3.48
81 0 22 113.04 3.48
81 0 22 67.59 3.48
81 0 22 104.47 3.48
81 0 22 108.93 3.48
81 1 21 73.83 3.48
81 1 22 62.24 3.48
81 3 21 98.22 3.48
81 1 21 109.73 3.48
5213 0 25 60.95 65.73
5139 1 29 90.69 43.55
8591 1 26 68.35 37
5138 0 . 50.76 59.68
8513 1 18 82.29 27.85
5591 3 23 62.7 52.4
5213 0 . 51.14 65.73
5139 . 29 51.69 43.55
5213 2 25 87.81 65.73
5139 1 29 55.34 43.55
5138 1 . 87.65 59.68
5591 1 23 64.33 52.4
5213 2 26 54.63 65.73
7366 0 29 53.8 37.8
8362 1 25 64.58 53.82
5213 2 25 64.69 65.73
5591 . 25 75.47 52.4
84 1 20 50.92 4.07
84 2 22 60.92 4.07
84 1 22 72.4 4.07
84 2 21 73.15 4.07
84 1 22 68.66 4.07
84 0 22 82.91 4.07
84 2 22 89.35 4.07
84 1 22 63.89 4.07
84 1 22 81.89 4.07
84 1 21 86.63 4.07
84 1 22 97.08 4.07
84 1 22 77.41 4.07
84 1 22 99.81 4.07
84 2 21 93.68 4.07
84 1 22 90.75 4.07
85 1 31 82.93 0
85 . 31 70.19 0
85 1 31 112.25 0
85 0 31 89.93 0
85 1 31 81.42 0
85 1 31 55.66 0
85 1 31 89.48 0
85 1 31 105.39 0
85 0 31 77.6 0
85 1 31 99.99 0
85 . 31 95.1 0
85 0 31 105.1 0
85 1 31 89.91 0
85 1 31 105.89 0
85 0 31 103.92 0
85 1 31 86.74 0
85 1 31 75.4 0
85 1 31 99.27 0
85 0 31 103.15 0
85 1 31 70.79 0
85 1 31 103.28 0
7218 0 22 99.47 .
8466 0 22 112 10.91
7218 2 22 93.29 .
7218 1 22 108.17 .
7218 0 21 100.77 .
7218 0 21 89.47 .
7218 1 22 94.36 .
7218 0 21 98.37 .
7218 1 22 99.37 .
7218 0 22 90.85 .
7218 2 24 79.64 .
7218 0 22 104.99 .
7218 1 22 90.61 .
7218 2 22 85.78 .
577 . . 82.6 .
7218 0 22 84.92 .
7218 0 23 95.01 .
7218 0 22 85.07 .
8503 0 . 103.92 .
89 1 27 99.56 9.09
89 0 27 88.4 9.09
89 0 27 98.92 9.09
89 3 27 103.28 9.09
89 0 27 70.54 9.09
89 1 24 60.71 9.09
89 1 27 98.6 9.09
89 1 24 94.09 9.09
89 1 24 98.96 9.09
89 1 27 72.09 9.09
89 1 27 103.67 9.09
89 1 24 91.1 9.09
89 1 24 82.9 9.09
89 1 24 106.24 9.09
89 2 27 89.01 9.09
89 1 24 70.35 9.09
8509 0 23 97.18 1.33
93 1 22 115.05 0.32
93 2 21 106.71 0.32
93 0 21 62.65 0.32
93 0 21 91.17 0.32
93 0 22 74.09 0.32
93 1 10 79.57 0.32
93 3 21 86.43 0.32
93 1 22 107.12 0.32
93 1 22 87.62 0.32
93 . 21 70.39 0.32
93 0 22 95.24 0.32
93 1 21 109.33 0.32
93 0 21 81.28 0.32
93 2 21 93.7 0.32
93 0 22 69.55 0.32
93 2 24 70.81 0.32
93 0 21 69.65 0.32
7443 1 . 108.68 .
7444 1 . . .
95 1 20 105.12 11.99
95 2 20 83.31 11.99
95 1 20 97.2 11.99
7218 1 22 112.56 .
95 1 20 77.48 11.99
95 0 20 58.77 11.99
95 2 20 103.84 11.99
8407 0 . . .
